author,250-499,500-749,750-999,<250,>=1000
Nicholas Sparks,12,0,0,6,0
Nicholas Wright,0,0,0,2,0
Nicholson Baker,1,0,0,3,0
Nick  Webb,1,0,0,0,0
Nick Cook,1,0,0,0,0
Nick Flynn,2,0,0,1,0
Nick Hornby,5,0,0,4,0
Nick Lane,1,0,0,0,0
Nick Rennison,1,0,0,0,0
Nick Tosches,2,0,0,0,0
Nicola Davies,0,0,0,1,0
Nicolas Tredell,0,0,0,1,0
Nicole Krauss,1,0,0,1,0
Nigel Findley,1,0,0,0,0
Nigel Tranter,0,0,0,1,0
Nigel Warburton,1,0,0,1,0
Nigella Lawson,5,0,0,0,0
Nikki Giovanni,0,1,0,2,0
Nikki Stafford,1,0,0,0,0
Nikola Tesla,0,0,0,2,0
Nikolai Gogol,3,0,0,3,0
Nikos Kazantzakis,0,2,0,0,0
Nina Bangs,1,0,0,0,0
Nir Hefez,1,0,0,0,0
Noah Eli Gordon,0,0,0,1,0
Noah Gordon,3,1,1,0,0
Noam Chomsky,5,0,0,13,0
Nobuhiro Watsuki,0,0,0,1,0
Noel Malcolm,1,0,0,0,0
Noel Streatfeild,3,0,0,7,0
Noire,1,0,0,0,0
Nora Ephron,0,0,0,3,0
Nora Kelly,0,0,0,1,0
Nora Roberts,12,2,1,1,0
Norah Vincent,1,0,0,0,0
Norma Goldman,0,1,0,1,0
Norman Davies,0,0,0,0,1
Norman Kolpas,0,0,0,1,0
Norman L. Geisler,1,0,0,0,0
Norman Maclean,1,0,0,2,0
Norman Mailer,2,1,0,1,1
Norman Rush,0,1,0,1,0
Norman Schwarzkopf,0,1,0,0,0
Norman Sherry,0,0,1,0,0
Norton Juster,2,0,0,3,0
Nuala O'Faolain,1,0,0,0,0
Núria Roca,0,0,0,1,0
O. Henry,1,0,0,1,0
Octavio Paz,2,2,0,1,0
Oh! Great,0,0,0,4,0
Oliver Ho,0,0,0,2,0
Oliver Sacks,1,0,0,0,0
Open City Magazine,0,0,0,1,0
Orhan Pamuk,3,1,0,1,0
Orlando Figes,0,0,0,0,1
Orson Scott Card,30,4,0,5,1
Oscar Hijuelos,4,0,0,0,0
Oscar Wilde,7,1,0,7,1
Otis Williams,1,0,0,0,0
Overeaters Anonymous,0,0,0,1,0
Ovid,4,5,0,0,0
Owen    Jones,0,0,0,1,0
Owen  Thomas,1,0,0,0,0
P.C. Cast,7,3,0,0,0
P.D. Eastman,0,0,0,4,0
P.D. James,8,2,0,3,0
P.G. Wodehouse,20,4,1,21,0
P.J. O'Rourke,0,0,0,1,0
P.J. Parrish,5,0,0,0,0
P.J. Tracy,1,0,0,0,0
P.N. Furbank,0,1,0,0,0
P.T. Deutermann,1,2,0,0,0
Pablo Neruda,1,0,0,8,0
Paco Underhill,0,0,0,1,0
Padraic Colum,1,0,0,0,0
Page McBrier,0,0,0,1,0
Pam Johnson-Bennett,1,0,0,0,0
Pam Muñoz Ryan,0,0,0,1,0
Pamela Ball,1,0,0,0,0
Pamela Duncan Edwards,0,0,0,1,0
Pamela F. Service,0,0,0,1,0
Pamela Peeke,1,0,0,0,0
Pansy,1,0,0,0,0
Paola Cavalieri,1,0,0,0,0
Paola Nanni-Tate,1,0,0,0,0
Paramahansa Yogananda,0,1,0,2,0
Paschal Beverly Randolph,0,0,0,1,0
Pat Barker,0,1,0,0,0
Pat Conroy,0,2,1,0,0
Pat Frank,1,0,0,0,0
Pat Harrigan,0,0,0,1,0
Pat Williams,1,0,0,0,0
Patricia A. McKillip,5,0,0,1,0
Patricia B. McConnell,1,0,0,0,0
Patricia Cornwell,8,2,1,3,0
Patricia D. Netzley,0,0,0,1,0
Patricia Daniels Cornwell,1,0,0,0,0
Patricia Hall,0,0,0,1,0
Patricia Highsmith,1,0,0,0,0
Patricia Justine Tumang,1,0,0,0,0
Patricia McHugh,0,0,0,1,0
Patricia Schultz,0,0,1,0,0
Patricia Thomas,0,0,0,1,0
Patrick Larkin,1,0,0,0,0
Patrick Lencioni,0,0,0,2,0
Patrick Marnham,1,0,0,0,0
Patrick McGrath,0,0,0,2,0
Patrick Nobes,0,0,0,1,0
Patrick O'Brian,9,0,0,4,1
Patrick Robinson,5,3,0,0,0
Patrick Süskind,3,0,0,4,0
Patti   Davis,0,0,0,1,0
Patti Kelley Criswell,0,0,0,1,0
Paul       Davidson,1,0,0,0,0
Paul  Collins,1,0,0,0,0
Paul  Kirk,1,0,0,0,0
Paul A. Sabatier,1,0,0,0,0
Paul Alexander,1,0,0,0,0
Paul Anthony Cartledge,0,0,0,1,0
Paul Auster,5,1,0,9,1
Paul Belien,1,0,0,0,0
Paul Bowles,2,0,1,3,1
Paul Brooks,1,0,0,0,0
Paul Burrell,0,0,0,1,0
Paul Coughlin,0,0,0,1,0
Paul Crilley,1,0,0,0,0
Paul Cronin,1,0,0,0,0
Paul Davies,0,0,0,1,0
Paul De Man,1,0,0,0,0
Paul DuBois,0,0,1,0,0
Paul Farmer,2,0,0,0,0
Paul Findley,1,0,0,0,0
Paul Galdone,0,0,0,1,0
Paul Glovinsky,1,0,0,0,0
Paul Graham,1,0,0,0,0
Paul Hendrickson,3,0,0,0,0
Paul J. Mikol,1,0,0,0,0
Paul Karasik,0,0,0,1,0
Paul Kengor,1,0,0,0,0
Paul Krugman,0,0,0,2,1
Paul La Farge,2,0,0,0,0
Paul M. Fishbane,0,0,0,0,1
Paul Murray,1,0,0,0,0
Paul Negri,0,0,0,1,0
Paul Pearsall,1,0,0,0,0
Paul Perry,0,0,0,1,0
Paul Pitchford,0,0,1,0,0
Paul Robert Magocsi,1,0,0,0,0
Paul Ruditis,1,0,0,0,0
Paul Schrader,0,0,0,1,0
Paul Strathern,0,0,0,1,0
Paul Theroux,2,0,0,0,0
Paul Yee,0,0,0,1,0
Paula Danziger,0,0,0,3,0
Paula J. Caplan,1,0,0,0,0
Paula S. Fass,0,1,0,0,0
Paule Marshall,1,0,0,0,0
Pauline Francis,0,0,0,1,0
Pauline Kael,0,1,0,0,1
Pauline Réage,0,0,0,2,0
Paulo Coelho,3,0,0,11,0
Pavel Tsatsouline,0,0,0,1,0
Pearl Cleage,0,0,0,1,0
Pearl S. Buck,7,0,0,0,0
Pearson Scott Foresman,0,0,0,1,0
Pedro Calderón de la Barca,1,0,0,3,0
Peg Kerr,1,0,0,0,0
Peggy Parish,0,0,0,6,0
Penelope Fitzgerald,1,0,0,1,0
Penny Jordan,0,0,0,2,0
Pete Hautman,1,0,0,2,0
Pete McCarthy,1,0,0,0,0
Peter     Brown,1,0,0,0,0
Peter  Dale,0,0,0,1,0
Peter  Stone,0,0,0,1,0
Peter  Van Houten,0,0,0,1,0
Peter A. Lillback,0,0,0,0,1
Peter Abrahams,3,0,0,0,0
Peter Ackroyd,0,1,0,0,0
Peter Biskind,0,2,0,0,0
Peter Blegvad,0,0,0,1,0
Peter Carey,1,0,0,0,0
Peter Conn,0,1,0,0,0
Peter Cozzens,1,0,0,0,0
Peter D'Epiro,0,1,0,0,0
Peter D. Schiff,1,0,0,0,0
Peter David,0,0,0,1,0
Peter Doggett,0,0,0,1,0
Peter Elkind,1,0,0,0,0
Peter F. Hamilton,2,1,1,0,1
Peter G. Bolt,0,0,0,1,0
Peter Haining,1,0,0,0,0
Peter Hamilton,0,0,0,1,0
Peter Handke,0,0,0,1,0
Peter Hessler,0,1,0,0,0
Peter J. D'Adamo,1,0,0,0,0
Peter J. Smith,0,0,0,1,0
Peter Kent,1,0,0,0,0
Peter Kreeft,1,0,0,1,0
Peter Kuper,0,0,0,2,0
Peter M. Robinson,1,0,0,0,0
Peter Martins,0,0,0,1,0
Peter Maurice Wright,1,0,0,0,0
Peter Mayle,0,0,0,4,0
Peter Menzel,1,0,0,0,0
Peter Milligan,0,0,0,1,0
Peter Moon,1,0,0,0,0
Peter Olafson,1,0,0,0,0
Peter R.L. Brown,0,1,0,0,0
Peter Reinhart,1,0,0,0,0
Peter Robinson,1,0,0,0,0
Peter S. Beagle,3,0,0,3,0
Peter Singer,2,0,0,1,0
Peter Straub,2,2,0,0,0
Peter Tallack,0,1,0,0,0
Peter Tremayne,1,0,0,0,0
Peter Turchin,1,0,0,0,0
Peter Walsh,0,0,0,1,0
Peter Watson,0,0,1,0,0
Peter Woit,1,0,0,0,0
Phil Brucato,0,0,0,1,0
Phil Town,1,0,0,0,0
Philip Caputo,0,1,0,0,0
Philip Dutre,1,0,0,0,0
Philip Ellis Wheelwright,1,0,0,0,0
Philip Gourevitch,1,0,0,0,0
Philip J. Ivanhoe,1,0,0,0,0
Philip Johnson,1,0,0,0,0
Philip José Farmer,2,0,0,0,0
Philip K. Dick,8,0,1,7,0
Philip K. Howard,1,0,0,0,0
Philip Levine,0,0,0,2,0
Philip Nel,0,0,0,1,0
Philip Norman,0,1,0,0,0
Philip Plait,1,0,0,0,0
Philip Pullman,6,1,2,3,1
Philip Roth,14,1,0,4,0
Philip Thody,0,0,0,1,0
Philip Zaleski,1,0,0,0,0
Philippa Carr,1,0,0,0,0
Philippa Gregory,4,8,0,0,0
Philippa Pearce,0,0,0,1,0
Phillip C. McGraw,2,0,0,0,0
Phillip Glasier,1,0,0,0,0
Phillip Lopate,1,0,2,0,0
Phillip Margolin,1,0,0,0,0
Phoebe Dunn,0,0,0,1,0
Phyllis A. Bird,1,0,0,0,0
Phyllis Reynolds Naylor,0,0,0,2,0
Pierdomenico Baccalario,1,0,0,1,0
Pierre Boulle,0,0,0,1,0
Pierre Hadot,1,0,0,0,0
Piers Anthony,26,0,2,2,0
Pimsleur Language Programs,0,0,0,1,0
Pindar,4,0,0,0,0
Plato,8,1,0,15,2
Plotinus,1,1,0,0,0
Plum Sykes,1,0,0,0,0
Polly Horvath,0,0,0,1,0
Poppy Z. Brite,0,0,0,1,0
Preston Peet,2,0,0,0,0
Prima Publishing,0,0,0,1,0
Primo Levi,0,0,0,5,0
Python Bonkers,1,0,0,0,0
Qiu Xiaolong,1,0,0,0,0
Queen Latifah,0,0,0,1,0
Quentin Bell,0,1,0,0,0
Quentin Blake,1,0,0,1,0
Quentin Carter,1,0,0,1,0
Quentin Skinner,1,0,0,2,0
Quentin W. Fleming,0,0,0,1,0
Quincy Jones,1,0,0,0,0
R. Gary Patterson,0,0,0,1,0
R. McL. Wilson,0,1,0,0,0
R. Scott Bakker,0,2,0,0,0
R. de Roussy de Sales,0,0,0,1,0
R.A. Salvatore,2,0,0,0,0
R.B. Bernstein,1,0,0,0,0
R.C. Sproul,0,0,0,1,0
R.F. Laird,0,0,1,0,0
R.K. Narayan,1,0,0,0,0
R.L. Stine,1,0,0,0,0
R.R. Palmer,1,0,0,0,0
Rachel Caine,1,0,0,1,0
Rachel Carson,2,0,0,0,0
Rachel Cohn,0,0,0,2,0
Rachel Field,1,0,0,0,0
Rachel Klein,0,0,0,1,0
Rachel Lichtenstein,1,0,0,0,0
Rachel Ryan,3,0,0,0,0
Rachel Simon,1,0,0,0,0
Radcliffe G. Edmonds III,1,0,0,0,0
Radclyffe,0,0,0,1,0
Raeleen D'Agostino Mautner,1,0,0,0,0
Raina Telgemeier,0,0,0,1,0
Rajiv Chandrasekaran,1,0,0,0,0
Ralph C. Wood,0,0,0,1,0
Ralph Ellison,0,1,0,0,0
Ralph Ginzburg,1,0,0,0,0
Ram Dass,3,0,0,5,0
Ramsey Campbell,1,0,0,0,0
Randall Hyde,1,0,0,0,0
Randall Kenan,1,0,0,0,0
Randy Alcorn,0,1,0,1,0
Randy Cerveny,1,0,0,0,0
Randy Leffingwell,1,0,0,1,0
Randy Shilts,0,1,0,0,0
Raph Koster,1,0,0,0,0
Ravi Zacharias,0,0,0,1,0
Ray Bradbury,5,0,1,11,0
Ray McAllister,0,0,0,1,0
Ray Monk,0,1,0,0,0
Ray Oldenburg,1,0,0,0,0
Raymond Carver,1,1,0,2,0
Raymond Chandler,4,0,0,3,3
Raymond E. Feist,10,1,0,2,0
Raymond Queneau,2,0,0,3,0
Raymond T. McNally,2,0,0,0,0
Raynold Gideon,0,0,0,1,0
Reader's Digest Association,2,0,0,0,0
Rebecca  Brown,1,0,0,0,0
Rebecca  Wood,1,0,0,0,0
Rebecca Aberg,0,0,0,1,0
Rebecca Coffey,0,0,0,1,0
Rebecca Goldstein,1,0,0,0,0
Rebecca Hagan Lee,1,0,0,0,0
Rebecca J. Donatelle,1,0,0,0,0
Rebecca Solnit,3,0,0,1,0
Rebecca St. James,1,0,0,0,0
Rebecca West,0,0,0,0,1
Rebecca York,2,0,0,0,0
Reduced Shakespeare Company,0,0,0,1,0
Reed Martin,1,0,0,0,0
Reginald Hill,1,0,0,0,0
Reinaldo Arenas,4,0,0,1,0
Reinhold Messner,1,0,0,0,0
Rene Gutteridge,1,0,0,0,0
Renee Baron,0,0,0,1,0
René Descartes,0,0,0,2,0
Retha M. Warnicke,1,0,0,0,0
Rex Pickett,1,0,0,0,0
Reynolds Price,2,0,0,1,0
Reza Aslan,1,0,0,0,0
Rheta Grimsley Johnson,1,0,0,0,0
Ricardo Piglia,0,0,0,5,0
Ricardo Semler,1,0,0,0,0
Rich Wulf,1,0,0,0,0
Richard   Preston,2,0,0,1,0
Richard  Adams,6,0,0,0,1
Richard A. Hawley,0,0,0,1,0
Richard A. Knaak,11,0,0,0,0
Richard A. Lupoff,1,0,0,0,0
Richard A. Posner,3,0,0,0,0
Richard B. Alley,0,0,0,1,0
Richard B. Lee,1,0,0,0,0
Richard B. Primack,0,1,0,0,0
Richard B. Sewall,0,0,1,0,0
Richard Bach,2,0,0,2,0
Richard Bachman,3,1,0,1,0
Richard Bausch,0,0,0,0,1
Richard Bonson,0,0,0,1,0
Richard Brautigan,1,2,0,1,0
Richard Brzezinski,0,0,0,1,0
Richard Buskin,1,0,0,0,0
Richard Buxton,1,0,0,0,0
Richard Corliss,0,0,0,1,0
Richard Curtis,0,0,0,2,0
Richard D. Bartlett,0,0,0,1,0
Richard D. Nelson,0,0,0,1,0
Richard Dawkins,3,1,0,1,0
Richard Dooling,1,0,0,0,0
Richard E. Neustadt,1,0,0,0,0
Richard Ellmann,0,1,0,0,0
Richard Fariña,1,0,0,0,0
Richard Flanagan,1,0,0,0,0
Richard Ford,2,0,0,0,0
Richard Freeborn,0,0,0,1,0
Richard Gott,1,0,0,0,0
Richard H. Minear,1,0,0,0,0
Richard Hanley,1,0,0,0,0
Richard Hofstadter,1,0,0,0,0
Richard Hollis,0,0,0,1,0
Richard Johnsonbaugh,0,1,0,0,0
Richard K. Morgan,1,0,0,2,0
Richard Kern,1,0,0,0,0
Richard Klein,0,0,0,1,0
Richard Llewellyn,1,0,0,0,0
Richard M. Rorty,1,0,0,0,0
Richard M. Weaver,0,0,0,2,0
Richard Matheson,7,1,0,1,0
Richard Nelson Bolles,1,0,0,0,0
Richard Olney,0,0,0,1,0
Richard P. Feynman,5,2,0,8,0
Richard Paige,0,1,0,0,0
Richard Paul Russo,2,0,0,0,0
Richard Peck,0,0,0,3,0
Richard Platt,0,0,0,2,0
Richard Powers,7,1,0,0,0
Richard Preston,1,0,0,0,0
Richard Proenneke,1,0,0,0,0
Richard R. George,0,0,0,2,0
Richard Reeves,0,1,0,0,0
Richard Rhodes,3,1,0,1,0
Richard Russell Lawrence,0,1,0,0,0
Richard Russo,2,0,0,1,0
Richard Seymour Hall,0,1,0,0,0
Richard Shenkman,1,0,0,0,0
Richard Slotkin,0,1,0,0,0
Richard Stapleford,0,0,0,1,0
Richard V. Greene,1,0,0,0,0
Richard W. Bulliet,1,0,0,1,0
Richard W. Wrangham,1,0,0,0,0
Richard Wilhelm,0,1,0,0,0
Richard Wright,1,2,1,0,0
Richmond Lattimore,0,1,0,1,0
Rick Barba,1,0,0,0,0
Rick Bass,0,0,0,3,0
Rick Decker,0,1,0,0,0
Rick Hicks,1,0,0,0,0
Rick Moody,2,1,0,2,0
Rick Osborne,0,0,0,1,0
Rick Riordan,5,0,0,0,0
Rick Steves,0,0,1,0,0
Rick Warren,0,0,0,2,0
Riki Anne Wilchins,1,0,0,0,0
Roald Dahl,4,1,1,35,0
Rob Bell,0,0,0,1,0
Rob Humphreys,1,0,0,0,0
Rob Kidd,0,0,0,5,0
Rob Orsini,0,1,0,0,0
Rob Thomas,0,0,0,1,0
Rob Williams,0,0,0,1,0
Robb Forman Dew,2,0,0,0,0
Robbie Stamp,0,0,0,1,0
Robert   Harris,1,0,0,1,0
Robert  Evans,1,0,0,0,0
Robert  Hamburger,0,0,0,1,0
Robert  Mayer,0,0,0,1,0
Robert A. Caro,0,0,0,0,1
Robert A. Dahl,0,0,0,2,0
Robert A. Harris,1,0,0,0,0
Robert A. Heinlein,14,2,0,2,0
Robert A. Johnson,0,0,0,1,0
Robert A. Nye,1,0,0,0,0
Robert A. Weiss,0,0,0,1,0
Robert A.M. Stern,0,0,0,0,1
Robert Anton Wilson,1,0,0,1,0
Robert Arp,1,0,0,0,0
Robert Arthur,0,0,0,1,0
Robert B. Baer,1,0,0,0,0
Robert B. Cialdini,1,0,0,0,0
Robert B. Parker,1,0,0,5,0
Robert Bauval,1,0,0,0,0
Robert Benedetti,0,0,0,2,0
Robert Bogdan,1,0,0,0,0
Robert Boyle,0,0,0,1,0
Robert Brent Toplin,0,0,0,1,0
Robert Bringhurst,1,0,0,0,0
Robert C. O'Brien,1,0,0,0,0
Robert Coles,0,0,0,1,0
Robert Crais,1,0,0,0,0
Robert Cullen,1,0,0,0,0
Robert D. Kaplan,5,0,0,0,0
Robert D. Putnam,1,1,0,1,0
Robert D. Richardson Jr.,0,1,0,0,0
Robert D. Siegel,0,0,0,1,0
Robert Dallek,0,0,1,0,0
Robert E. Hemenway,1,0,0,0,0
Robert E. Howard,2,0,0,0,0
Robert Egan,0,0,0,1,0
Robert F. Kennedy Jr.,1,0,0,0,0
Robert Ferrigno,1,0,0,0,0
Robert Frost,0,1,0,3,1
Robert Fulghum,0,0,0,1,0
Robert G. Hagstrom,0,0,0,1,0
Robert Goddard,1,0,0,0,0
Robert Graves,2,0,0,0,0
Robert Greene,2,1,0,0,0
Robert Hellenga,3,0,0,0,0
Robert Hutchinson,1,0,0,0,0
Robert Irwin,2,0,0,0,0
Robert J. Allison,1,0,0,0,0
Robert J. Milch,0,0,0,1,0
Robert J. Ray,1,0,0,0,0
Robert Jordan,1,1,4,0,2
Robert Kanigher,0,0,0,2,0
Robert Kirkman,1,0,0,3,0
Robert L. Geneve,1,0,0,0,0
Robert L. O'Connell,2,0,0,0,0
Robert L. Wolke,1,0,0,0,0
Robert Louis Stevenson,3,1,1,5,0
Robert Ludlum,2,7,1,0,0
Robert M. Pirsig,2,2,0,0,0
Robert M. Price,1,0,0,0,0
Robert M. Sapolsky,2,0,0,1,0
Robert Mason,1,0,0,0,0
Robert McCloskey,0,0,0,5,0
Robert Munsch,0,0,0,1,0
Robert Musil,0,0,0,1,0
Robert Nye,1,0,0,1,0
Robert P. Miles,1,0,0,0,0
Robert Paul Wolff,0,1,0,0,0
Robert Penn Warren,3,0,1,0,0
Robert Polito,0,0,1,0,0
Robert R. McCammon,4,4,2,0,0
Robert Robinson,1,0,0,0,0
Robert Sabuda,0,0,0,1,0
Robert Scoble,1,0,0,0,0
Robert Sedgewick,0,1,0,0,0
Robert Shapard,2,0,0,0,0
Robert Silverberg,1,1,0,0,0
Robert Sokolowski,0,0,0,1,0
Robert Stock,1,0,0,0,0
Robert Templer,1,0,0,0,0
Robert Todd Carroll,1,0,0,0,0
Robert W. Harris,0,0,0,1,0
Robert W. Strayer,0,0,0,1,0
Robert X. Cringely,1,0,0,0,0
Roberta Gellis,2,0,0,0,0
Roberta Grobel Intrater,0,0,0,1,0
Roberts Liardon,1,0,0,0,0
Robertson Davies,1,0,0,0,0
Robin  Davis,0,0,0,1,0
Robin Chapman Stacey,0,0,0,1,0
Robin Cook,1,0,0,0,0
Robin Hobb,0,1,4,0,0
Robin Landa,1,0,0,0,0
Robin Lane  Fox,0,0,0,1,0
Robin Lane Fox,0,1,0,0,0
Robin Maxwell,1,0,0,0,0
Robin McGraw,0,0,0,1,0
Robin McKinley,9,0,0,3,1
Robin Norwood,1,0,0,0,0
Robin P. Williams,2,0,0,0,0
Robin S. Sharma,0,0,0,2,0
Robin Wasserman,0,0,0,2,0
Robin Waterfield,1,0,0,1,0
Roddy Doyle,8,0,0,3,0
Roderick Townley,0,0,0,1,0
Rodman Philbrick,0,0,0,1,0
Rodney Stark,1,0,0,1,0
Roff Smith,1,0,0,0,0
Roger Ebert,0,1,0,2,0
Roger Hargreaves,0,0,0,12,0
Roger Lancelyn Green,1,0,0,0,0
Roger Lowenstein,2,0,0,0,0
Roger Penrose,0,0,0,0,1
Roger Scruton,1,0,0,0,0
Roger Shattuck,1,0,0,0,0
Roger Zelazny,2,0,0,2,0
Rohinton Mistry,1,2,1,0,0
Roland Barthes,2,0,0,4,0
Roland H. Bainton,1,0,0,0,0
Rolland Baker,0,0,0,1,0
Rolland Hein,1,0,0,0,0
Roméo Dallaire,0,1,0,0,0
Ron     Miller,0,0,0,1,0
Ron  Louis,1,0,0,0,0
Ron Chernow,0,0,3,0,0
Ron Marz,0,0,0,1,0
Ron Rash,1,0,0,3,0
Ron Roy,0,0,0,3,0
Rona Sharon,1,0,0,0,0
Ronald B. Flowers,0,0,0,1,0
Ronald Hayman,0,0,0,1,0
Ronald J. Faust,0,1,0,0,0
Ronald L. DiSanto,1,0,0,0,0
Ronald Takaki,0,2,0,0,0
Ronda Thompson,4,0,0,0,0
Ronlyn Domingue,1,0,0,0,0
Rosa Montero,0,1,0,1,0
Rosalind Laker,0,1,0,0,0
Rosalind M. Greenberg,1,0,0,0,0
Rosalind Miles,1,0,0,0,0
Rosamunde Pilcher,0,1,0,0,0
Rose A. Zimbardo,1,0,0,0,0
Rose Tremain,1,0,0,0,0
Rose Wilder Lane,0,0,0,1,0
Rosemary Wells,0,0,0,1,0
Rosetta James,0,0,0,1,0
Rosie Daley,0,0,0,1,0
Rosita Arvigo,0,0,0,1,0
Ross Garnaut,1,0,0,0,0
Ross Thomas,1,0,0,0,0
Rough Guides,0,1,0,0,0
Roy McKie,0,0,0,1,0
Roy Mottahedeh,1,0,0,0,0
Rubem A. Alves,0,0,0,1,0
Ruby Ann Boxcar,0,0,0,2,0
Ruby K. Payne,0,0,0,1,0
Rudolfo Anaya,1,0,0,0,0
Rudolph R. Windsor,0,0,0,1,0
Rudolph W. Giuliani,1,0,0,0,0
Rudyard Kipling,3,0,1,5,0
Rumer Godden,1,0,0,5,0
Rumi,0,0,0,1,0
Rumiko Takahashi,6,0,0,33,0
Rupa Bajwa,0,0,0,1,0
Russ Kick,1,0,0,0,0
Russell Banks,3,0,1,1,0
Russell Evans,1,0,0,0,0
Russell Hoban,0,0,0,6,0
Russell Roberts,1,0,0,1,0
Russell Shorto,1,0,0,0,0
Rusty Young,2,0,0,0,0
Ruth  Abbey,0,0,0,1,0
Ruth Downie,1,0,0,0,0
Ruth Heller,0,0,0,3,0
Ruth Krauss,0,0,0,1,0
Ruth Ozeki,3,0,0,0,0
Ruth Prawer Jhabvala,0,0,0,1,0
Ruth Reichl,2,0,0,0,0
Ruth Rendell,1,0,0,0,0
Ruth S. Noel,0,0,0,1,0
Ruth Stiles Gannett,0,0,0,1,0
Ruth Westheimer,1,0,0,0,0
Ruud van der Rol,0,0,0,1,0
Ryōkan,0,0,0,1,0
Ryōtarō Shiba,1,0,0,0,0
Ryū Murakami,1,0,0,0,0
Ryūnosuke Akutagawa,1,0,0,0,0
S.E. Hinton,2,0,0,3,0
S.M. Stirling,1,0,0,0,0
Sabine C. Bauer,0,0,0,1,0
Sakurako Gokurakuin,0,0,0,1,0
Sally Potter,0,0,0,1,0
Sally Smith O'Rourke,1,0,0,0,0
Salman Rushdie,5,4,1,2,0
Salvador Plascencia,1,0,0,0,0
Sam Bass Warner,0,0,0,1,0
Sam Harris,1,0,0,0,0
Sam Johnson,0,0,0,1,0
Sam Kauffmann,1,0,0,0,0
Sam R. Watkins,0,0,0,1,0
Sam Shepard,1,0,0,1,0
Sam Walton,1,0,0,0,0
Sam Weller,1,0,0,0,0
Samuel Beckett,0,1,0,1,0
Samuel Hynes,1,0,0,0,0
Samuel J. Leffler,1,0,0,0,0
Samuel Richardson,0,1,0,0,0
Samuel Taylor Coleridge,0,0,0,1,0
Sandra Balzo,0,0,0,1,0
Sandra Benítez,0,0,0,1,0
Sandra Boynton,0,0,0,2,0
Sandra Brown,10,6,1,13,0
Sandra Cisneros,1,0,0,3,0
Sandra Hack Polaski,0,0,0,1,0
Sandra Steffen,0,0,0,1,0
Sandra West Prowell,1,0,0,0,0
Sandy Petersen,2,0,0,1,0
Sang-Sun Park,0,0,0,1,0
Sanyika Shakur,1,0,0,0,0
Sara Barton-Wood,0,0,0,1,0
Sara Gruen,1,0,0,0,0
Sara Zarr,0,0,0,1,0
Sarah   Kay,0,0,0,1,0
Sarah Ban Breathnach,1,0,0,0,0
Sarah Dening,0,0,0,1,0
Sarah Dessen,2,0,0,0,0
Sarah Dunant,1,0,0,0,0
Sarah Fielding,0,0,0,1,0
Sarah Johnstone,0,0,0,1,1
Sarah K. Herz,1,0,0,0,0
Sarah M.  Anderson,1,0,0,0,0
Sarah Macdonald,1,0,0,0,0
Sarah Mayberry,1,0,0,1,0
Sarah Miller,1,0,0,0,0
Sarah Mlynowski,6,0,0,0,0
Sarah Susanka,0,0,0,1,0
Sarah Vowell,0,0,0,1,0
Sarvepalli Radhakrishnan,0,1,0,0,0
Satoru Kannagi,1,0,0,3,0
Satosumi Takaguchi,0,0,0,6,0
Satyajit Das,1,0,0,0,0
Saul A. Kripke,0,0,0,1,0
Saul Bellow,4,1,1,1,0
Saul Leiter,0,0,0,1,0
Saul Steinberg,1,0,0,0,0
Saul Williams,0,0,0,1,0
Sayadaw U. Pandita,0,0,0,1,0
Scott   Cunningham,1,0,0,0,0
Scott  Freeman,1,0,0,0,0
Scott Adams,0,0,0,1,0
Scott Allie,0,0,0,1,0
Scott Beatty,1,0,0,0,0
Scott Donaldson,1,0,0,0,0
Scott Leonard,0,0,1,0,0
Scott MacMillan,1,0,0,0,0
Scott O'Dell,0,0,0,2,0
Scott Speck,1,0,0,0,0
Scott Turow,2,3,1,3,0
Scott Westerfeld,7,0,0,0,0
Scott Wetzler,0,0,0,1,0
Seamus Deane,1,0,0,0,0
Seamus Heaney,1,0,0,5,0
Sean B. Carroll,1,0,0,0,0
Sean McMullen,1,0,0,0,0
Sean O'Brien,0,0,0,1,0
Sean Smith,0,0,0,1,0
Sean Stewart,1,0,0,1,0
Sebastian Faulks,1,1,1,1,0
Sei Shōnagon,1,0,0,0,0
Selina Shirley Hastings,0,0,0,1,0
Selma G. Lanes,1,0,0,0,0
Sena Jeter Naslund,0,1,0,0,0
Sergio Ramírez,1,0,0,0,0
Seth Godin,0,0,0,1,0
Shana Abe,4,0,0,0,0
Shannon Drake,1,0,0,0,0
Shannon Hengen,0,0,0,1,0
Shannon Holmes,1,0,0,0,0
Sharon Creech,0,0,0,1,0
Sharon Green,1,0,0,0,0
Sharon Kay Penman,0,0,1,0,0
Sharon Rose Wilson,0,0,0,1,0
Sharon Salzberg,1,0,0,0,0
Sharyn McCrumb,0,0,0,1,0
Sharyn November,1,1,0,0,0
Shaun Tomson,0,0,0,1,0
Shauna Singh Baldwin,1,0,0,0,0
Shayla Black,1,0,0,1,0
Shel Silverstein,0,0,0,10,0
Shelby Foote,2,0,1,0,0
Shelley Klein,0,0,0,1,0
Sheri Lynch,0,0,0,1,0
Sheri Rose Shepherd,0,0,0,1,0
Sherman Alexie,1,0,0,0,0
Sherrilyn Kenyon,2,0,0,0,0
Sherry Gershon Gottlieb,1,0,0,0,0
Sherry Shahan,0,0,0,1,0
Sherwood Smith,1,0,0,0,0
Sheryl Feldman,0,0,0,1,0
